canonical_key,canonical_tag,distinct_users,distinct_artists,vote_rows,source_assignments,raw_tag_id_count,raw_variant_count,raw_variants,review_numbers,manual_review_notes,manual_review_flag,automatic_exclusion_reason,manual_flag_reason,is_flagged,semantic_content_eligible,semantic_exclusion_reason,single_user_tag,meets_min_artist_threshold,use_for_content_model,content_model_exclusion_reason
new electro,new electro,1,2,2,2,1,1,new electro,,,False,,,False,True,,True,True,True,
new folk,new folk,1,1,1,1,1,1,new folk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new grass americana,new grass americana,1,1,1,1,1,1,new grass americana,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new hop,new-hop,1,1,1,1,1,1,new-hop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new jack swing,new jack swing,2,5,5,5,1,1,new jack swing,,,False,,,False,True,,False,True,True,
new jersey,new jersey,3,16,16,16,1,1,new jersey,,,False,,,False,True,,False,True,True,
new kid on the block,new kid on the block,1,3,3,3,1,1,new kid on the block,,,False,,,False,True,,True,True,True,
new kids,new kids,1,1,1,1,1,1,new kids,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new media,new media,1,4,4,4,1,1,new media,,,False,,,False,True,,True,True,True,
new metal,new metal,5,5,5,5,1,1,new metal,,,False,,,False,True,,False,True,True,
new moon,new moon,2,7,8,8,1,1,new moon,,,False,,,False,True,,False,True,True,
new mpb,new mpb,1,5,5,5,1,1,new mpb,,,False,,,False,True,,True,True,True,
new music,new music,2,2,2,2,1,1,new music,,,False,,,False,True,,False,True,True,
new order,new order,4,3,4,4,1,1,new order,,,False,,,False,True,,False,True,True,
new orleans,new orleans,2,3,3,3,1,1,new orleans,,,False,,,False,True,,False,True,True,
new orleans funk,new orleans funk,1,1,1,1,1,1,new orleans funk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new orleans jazz fest,new orleans jazz fest,1,1,1,1,1,1,new orleans jazz fest,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new prog,new prog,3,4,5,5,1,1,new prog,,,False,,,False,True,,False,True,True,
new rave,new rave,33,26,66,66,1,1,new rave,,,False,,,False,True,,False,True,True,
new romantic,new romantic,31,63,148,149,2,2,new romantic | new romantics,20,,False,,,False,True,,False,True,True,
new romantic songs,new romantic songs,2,8,9,9,1,1,new romantic songs,,,False,,,False,True,,False,True,True,
new school,new school,1,1,1,1,1,1,new school,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new shouts,new shouts,1,1,1,1,1,1,new shouts,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new song,new song,1,1,1,1,1,1,new song,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new traditional country,new traditional country,1,2,2,2,2,2,new traditional country | new-traditional country,,,False,,,False,True,,True,True,True,
new traditionalist,new traditionalist,1,1,1,1,1,1,new traditionalist,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new vicious,new vicious,1,2,2,2,1,1,new vicious,,,False,,,False,True,,True,True,True,
new wave,new wave,192,488,1639,1669,3,3,new wave | new wave artists | new wave songs,224 | 225,,False,,,False,True,,False,True,True,
new wave and eighties,new wave and eighties,1,54,54,54,1,1,new wave and eighties,,,False,,,False,True,,True,True,True,
new wave happiness,new wave happiness,1,1,1,1,1,1,new wave happiness,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new wave of british heavy metal,new wave of british heavy metal,5,4,9,9,1,1,new wave of british heavy metal,,,False,,,False,True,,False,True,True,
new wave of swedish melodic death metal,new wave of swedish melodic death metal,1,1,1,1,1,1,new wave of swedish melodic death metal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new weird america,new weird america,7,27,40,40,1,1,new weird america,,,False,,,False,True,,False,True,True,
new york,new york,18,37,43,43,1,1,new york,,,False,,,False,True,,False,True,True,
new york dolls,new york dolls,1,1,1,1,1,1,new york dolls,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new york punk,new york punk,1,12,12,12,1,1,new york punk,,,False,,,False,True,,True,True,True,
new york rap,new york rap,1,1,1,1,1,1,new york rap,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new york shit,new york shit,1,31,31,31,1,1,new york shit,,,False,,,False,True,,True,True,True,
new yorkerin,new yorkerin,1,1,1,1,1,1,new yorkerin,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new zealand,new zealand,2,2,2,2,1,1,new zealand,,,False,,,False,True,,False,True,True,
new zealand rock,new zealand rock,1,9,9,9,1,1,new zealand rock,,,False,,,False,True,,True,True,True,
new zealands fourth most popular digi folk parody duo,new zealands fourth most popular digi-folk parody duo,1,1,1,1,1,1,new zealands fourth most popular digi-folk parody duo,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
new zeland,new zeland,1,1,1,1,1,1,new zeland,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
newbreed,newbreed,1,8,8,8,1,1,newbreed,,,False,,,False,True,,True,True,True,
newest obsession,newest obsession,1,2,2,2,1,1,newest obsession,,,False,,,False,True,,True,True,True,
newgaze,newgaze,1,3,3,3,1,1,newgaze,,,False,,,False,True,,True,True,True,
newgazer,newgazer,1,2,2,2,1,1,newgazer,,,False,,,False,True,,True,True,True,
newjersey,newjersey,1,1,1,1,1,1,newjersey,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
newman esque,newman-esque,1,1,1,1,1,1,newman-esque,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
news,news,1,1,1,1,1,1,news,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
next big thing,next big thing,1,3,3,3,1,1,next big thing,,,False,,,False,True,,True,True,True,
next queen of pop,next queen of pop,1,1,1,1,1,1,next queen of pop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ney,ney,1,6,6,6,1,1,ney,,,False,,,False,True,,True,True,True,
neyde,neyde,1,1,1,1,1,1,neyde,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nfsu,nfsu,1,1,1,1,1,1,nfsu,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nfsu 2,nfsu 2,1,1,1,1,1,1,nfsu 2,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ni,ni,1,1,1,1,1,1,ni,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nic,nic,1,1,1,1,1,1,nic,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nice,nice,7,77,79,79,1,1,nice,,,False,subjective evaluation,,True,False,subjective evaluation,False,True,False,subjective evaluation
nice beat,nice beat,1,5,5,5,1,1,nice beat,,,False,,,False,True,,True,True,True,
nice elevator music,nice elevator music,1,1,1,1,1,1,nice elevator music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nice female vocal,nice female vocal,1,1,1,1,1,1,nice female vocal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nice song,nice song,1,4,4,4,1,1,nice song,,,False,,,False,True,,True,True,True,
nice sword gandalf,nice sword gandalf,1,1,1,1,1,1,nice sword gandalf,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nice vocals,nice vocals,1,3,3,3,1,1,nice vocals,,,False,,,False,True,,True,True,True,
niche,niche,1,1,1,1,1,1,niche,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nick,nick,2,7,7,7,1,1,nick,,,False,,,False,True,,False,True,True,
nick and haylie,nick and haylie,1,1,1,1,1,1,nick and haylie,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nick beggs,nick beggs,1,1,1,1,1,1,nick beggs,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nick carter,nick carter,5,3,5,5,1,1,nick carter,,,False,,,False,True,,False,True,True,
nick cave,nick cave,1,1,1,1,1,1,nick cave,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nick drake,nick drake,1,1,1,1,1,1,nick drake,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nick jonas,nick jonas,1,1,1,1,1,1,nick jonas,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nick y haylie,nick y haylie,1,1,1,1,1,1,nick y haylie,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nickelback,nickelback,2,1,2,2,1,1,nickelback,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
nickelodeon,nickelodeon,2,7,8,8,1,1,nickelodeon,,,False,,,False,True,,False,True,True,
nicky rhodes,nicky rhodes,1,1,1,1,1,1,nicky rhodes,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nico stai,nico stai,1,1,1,1,1,1,nico stai,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nicole,nicole,1,1,1,1,1,1,nicole,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nicole scherzinger,nicole scherzinger,3,2,4,4,1,1,nicole scherzinger,,,False,,,False,True,,False,True,True,
nigga got socked,nigga got socked,1,1,1,1,1,1,nigga got socked,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nigga stole ma bike,nigga stole ma bike,1,3,3,3,1,1,nigga stole ma bike,,,False,,,False,True,,True,True,True,
niggas that rock,niggas that rock,1,1,1,1,1,1,niggas that rock,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nigger music,nigger music,1,8,8,8,1,1,nigger music,,,False,,,False,True,,True,True,True,
night and day,night and day,1,1,1,1,1,1,night and day,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
night driving,night driving,1,1,1,1,1,1,night driving,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
night music,night music,1,1,1,1,1,1,night music,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nightmare before christmas,nightmare before christmas,1,4,4,4,1,1,nightmare before christmas,,,False,,,False,True,,True,True,True,
nightmare of you,nightmare of you,1,1,1,1,1,1,nightmare of you,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nighttime,nighttime,1,2,2,2,1,1,nighttime,,,False,,,False,True,,True,True,True,
nightwish,nightwish,1,2,2,2,1,1,nightwish,,,False,,,False,True,,True,True,True,
nikita,nikita,1,6,6,6,1,1,nikita,,,False,,,False,True,,True,True,True,
nikki sixx,nikki sixx,2,2,3,3,1,1,nikki sixx,,,False,,,False,True,,False,True,True,
nin,nin,2,2,2,2,1,1,nin,,,False,,,False,True,,False,True,True,
nina simone,nina simone,1,1,1,1,1,1,nina simone,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nine,nine,1,1,1,1,1,1,nine,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nine inch nails,nine inch nails,2,3,3,3,1,1,nine inch nails,,,False,,,False,True,,False,True,True,
nine inch nais,nine inch nais,1,1,1,1,1,1,nine inch nais,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nineties,nineties,2,17,18,18,1,1,nineties,,,False,,,False,True,,False,True,True,
ninja tune,ninja tune,7,24,64,64,1,1,ninja tune,,,False,,,False,True,,False,True,True,
nintendo,nintendo,1,1,1,1,1,1,nintendo,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nintendo core,nintendo-core,1,1,1,1,1,1,nintendo-core,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nintendocore,nintendocore,12,17,29,29,1,1,nintendocore,,,False,,,False,True,,False,True,True,
nirvana,nirvana,8,3,8,8,1,1,nirvana,,,False,,,False,True,,False,True,True,
nitin sawhney,nitin sawhney,1,1,1,1,1,1,nitin sawhney,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nk,nk,1,1,1,1,1,1,nk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nkob,nkob,1,1,1,1,1,1,nkob,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nkotb,nkotb,1,1,1,1,1,1,nkotb,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nl,nl,1,4,4,4,1,1,nl,,,False,,,False,True,,True,True,True,
nnnngh,nnnngh,1,1,1,1,1,1,nnnngh,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
no depression,no depression,1,1,1,1,1,1,no depression,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
no doubt,no doubt,3,3,4,4,1,1,no doubt,,,False,,,False,True,,False,True,True,
no doubt the singles 1992 2003,no doubt - the singles 1992-2003,1,1,1,1,1,1,no doubt - the singles 1992-2003,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
no escape from loving it,no escape from loving it,1,1,1,1,1,1,no escape from loving it,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
no fi,no fi,1,1,1,1,1,1,no fi,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
no genre can describe,no genre can describe,1,10,10,10,1,1,no genre can describe,,,False,,,False,True,,True,True,True,
no hoodie,no hoodie,1,1,1,1,1,1,no hoodie,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
no idea,no idea,1,2,2,2,1,1,no idea,,,False,,,False,True,,True,True,True,
no wave,no wave,3,6,7,7,1,1,no wave,,,False,,,False,True,,False,True,True,
no1fan,no1fan,1,1,1,1,1,1,no1fan,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nobody,nobody,1,1,1,1,1,1,nobody,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
noches de insomnio mirando video lll,noches de insomnio mirando video lll,1,1,1,1,1,1,noches de insomnio mirando video lll,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
noise,noise,44,165,214,214,1,1,noise,,,False,,,False,True,,False,True,True,
noise pop,noise pop,15,72,89,89,2,2,noise pop | noise-pop,,,False,,,False,True,,False,True,True,
noise rock,noise rock,16,44,50,50,2,2,noise rock | noise-rock,,,False,,,False,True,,False,True,True,
noisecore,noisecore,4,10,11,11,1,1,noisecore,,,False,,,False,True,,False,True,True,
noisepop,noisepop,1,1,1,1,1,1,noisepop,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
noisettes,noisettes,1,1,1,1,1,1,noisettes,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
noize,noize,1,2,2,2,1,1,noize,,,False,,,False,True,,True,True,True,
nome escroto,nome escroto,1,1,1,1,1,1,nome escroto,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
non melodic,non melodic,1,1,1,1,1,1,non melodic,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
none,none,1,12,12,12,1,1,none,,,False,,,False,True,,True,True,True,
nophi,nophi,1,1,1,1,1,1,nophi,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
norah jones,norah jones,2,1,2,2,1,1,norah jones,,,False,,,False,True,,False,False,False,used on fewer than 2 distinct artists
nordic,nordic,3,5,5,5,1,1,nordic,,,False,,,False,True,,False,True,True,
nordic metal,nordic metal,1,4,4,4,1,1,nordic metal,,,False,,,False,True,,True,True,True,
nordico,nordico,1,2,2,2,1,1,nordico,,,False,,,False,True,,True,True,True,
norge,norge,2,5,5,5,1,1,norge,,,False,,,False,True,,False,True,True,
norma jean,norma jean,1,1,1,1,1,1,norma jean,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
norsk arysk metal,norsk arysk metal,1,4,4,4,1,1,norsk arysk metal,,,False,,,False,True,,True,True,True,
north africa,north africa,2,11,11,11,1,1,north africa,,,False,,,False,True,,False,True,True,
north korea is best korea,north korea is best korea,1,2,2,2,1,1,north korea is best korea,,,False,,,False,True,,True,True,True,
northampton,northampton,1,1,1,1,1,1,northampton,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
noruego,noruego,1,3,3,3,1,1,noruego,,,False,,,False,True,,True,True,True,
norway,norway,3,15,17,17,1,1,norway,,,False,,,False,True,,False,True,True,
norwegian,norwegian,22,42,66,66,1,1,norwegian,,,False,,,False,True,,False,True,True,
norwegian black metal,norwegian black metal,5,14,21,21,1,1,norwegian black metal,,,False,,,False,True,,False,True,True,
norwegian metal,norwegian metal,1,3,3,3,1,1,norwegian metal,,,False,,,False,True,,True,True,True,
nosowska,nosowska,1,1,1,1,1,1,nosowska,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nostalgi,nostalgi,1,1,1,1,1,1,nostalgi,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nostalgia,nostalgia,8,39,40,40,1,1,nostalgia,,,False,,,False,True,,False,True,True,
nostalgic,nostalgic,8,50,50,50,1,1,nostalgic,,,False,,,False,True,,False,True,True,
not 4 4 time,not 4-4 time,1,4,4,4,1,1,not 4-4 time,,,False,,,False,True,,True,True,True,
not emo,not emo,11,88,95,95,2,2,not emo | not-emo,,,False,,,False,True,,False,True,True,
not like that,not like that,1,1,1,1,1,1,not like that,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
not math rock,not math rock,1,2,2,2,1,1,not math rock,,,False,,,False,True,,True,True,True,
not me not i,not me not i,1,1,1,1,1,1,not me not i,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
not myself tonight,not myself tonight,1,1,1,1,1,1,not myself tonight,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
not nsbm,not nsbm,1,1,1,1,1,1,not nsbm,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
not placebo like but still good,not placebo-like but still good,1,1,1,1,1,1,not placebo-like but still good,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
not rnb,not rnb,1,3,3,3,1,1,not rnb,,,False,,,False,True,,True,True,True,
not the best singer,not the best singer,1,1,1,1,1,1,not the best singer,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
notag,notag,1,3,3,3,1,1,notag,,,False,,,False,True,,True,True,True,
nothin on but the radio,nothin on but the radio,1,1,1,1,1,1,nothin on but the radio,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nothing,nothing,1,1,1,1,1,1,nothing,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nothing is better than this,nothing is better than this,1,1,1,1,1,1,nothing is better than this,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nothing personal,nothing personal,1,1,1,1,1,1,nothing personal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nothing you said today is gonna bring me down,nothing you said today is gonna bring me down,1,1,1,1,1,1,nothing you said today is gonna bring me down,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
notorious,notorious,1,4,4,4,1,1,notorious,,,False,,,False,True,,True,True,True,
nouvelle scene francaise,nouvelle scene francaise,1,1,1,1,1,1,nouvelle scene francaise,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nova mpb,nova mpb,1,2,2,2,1,1,nova mpb,,,False,,,False,True,,True,True,True,
novelas,novelas,1,3,3,3,1,1,novelas,,,False,,,False,True,,True,True,True,
novelty,novelty,1,25,25,25,1,1,novelty,,,False,,,False,True,,True,True,True,
now i can dance,now i can dance,1,3,3,3,1,1,now i can dance,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,True,False,personal preference or user behaviour
nsbm,nsbm,1,1,1,1,1,1,nsbm,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nsync,nsync,1,1,1,1,1,1,nsync,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nu,nu,3,5,5,5,1,1,nu,,,False,,,False,True,,False,True,True,
nu disco,nu-disco,1,1,1,1,2,2,nu disco | nu-disco,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nu jazz,nu jazz,16,49,80,82,2,2,nu jazz | nu-jazz,,,False,,,False,True,,False,True,True,
nu metal,nu metal,98,115,477,525,2,2,nu metal | nu-metal,,,False,,,False,True,,False,True,True,
nu rave,nu rave,3,4,5,5,1,1,nu rave,,,False,,,False,True,,False,True,True,
nu skool hardrock core,nu-skool hardrock-core,1,1,1,1,1,1,nu-skool hardrock-core,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nu virgos,nu virgos,1,1,1,1,1,1,nu virgos,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nuclear assault,nuclear assault,1,1,1,1,1,1,nuclear assault,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nueva trova,nueva trova,1,1,1,1,1,1,nueva trova,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
number one,number one,1,1,1,1,1,1,number one,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
numbers,numbers,1,26,26,26,1,1,numbers,,,False,,,False,True,,True,True,True,
nwobhm,nwobhm,25,20,56,56,1,1,nwobhm,,,False,,,False,True,,False,True,True,
nworsm,nworsm,1,1,1,1,1,1,nworsm,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nx zero,nx zero,1,1,1,1,1,1,nx zero,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nx zero pop rock novo,nx zero pop rock novo,1,1,1,1,1,1,nx zero pop rock novo,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
nyc,nyc,3,9,9,9,1,1,nyc,,,False,,,False,True,,False,True,True,
nyhc,nyhc,2,2,2,2,1,1,nyhc,,,False,,,False,True,,False,True,True,
nz rock,nz rock,1,6,6,6,1,1,nz rock,,,False,,,False,True,,True,True,True,
o baby,o-baby,1,1,1,1,1,1,o-baby,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
o rappa,o rappa,1,1,1,1,1,1,o rappa,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
oasis,oasis,5,2,5,5,1,1,oasis,,,False,,,False,True,,False,True,True,
oaxaca,oaxaca,1,1,1,1,1,1,oaxaca,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
obesa,obesa,1,1,1,1,1,1,obesa,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
obscure,obscure,1,23,23,23,1,1,obscure,,,False,,,False,True,,True,True,True,
obsessed,obsessed,1,1,1,1,1,1,obsessed,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
obsession,obsession,3,4,4,4,1,1,obsession,,,False,,,False,True,,False,True,True,
obsessive songs,obsessive songs,1,2,2,2,1,1,obsessive songs,,,False,,,False,True,,True,True,True,
october man recordings,october man recordings,1,1,1,1,1,1,october man recordings,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
oculiste,oculiste,1,1,1,1,1,1,oculiste,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
odd,odd,2,2,2,2,1,1,odd,,,False,,,False,True,,False,True,True,
odtu,odtu,1,1,1,1,1,1,odtu,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
off,off,1,1,1,1,1,1,off,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
offenbach,offenbach,1,1,1,1,1,1,offenbach,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
officially shit,officially shit,5,12,13,13,1,1,officially shit,,,False,,,False,True,,False,True,True,
ofwgkta,ofwgkta,2,4,4,4,1,1,ofwgkta,,,False,,,False,True,,False,True,True,
ogonj,ogonj,1,26,26,26,1,1,ogonj,,,False,,,False,True,,True,True,True,
oh canada,oh canada,1,3,3,3,1,1,oh canada,,,False,,,False,True,,True,True,True,
oh cigarette,oh cigarette,1,1,1,1,1,1,oh cigarette,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
oh damien,oh damien,1,1,1,1,1,1,oh damien,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
oh electropop,oh electropop,1,7,7,7,1,1,oh electropop,,,False,,,False,True,,True,True,True,
oh flossy flossy,oh flossy flossy,1,1,1,1,1,1,oh flossy flossy,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
oh my god,oh my god,1,1,1,1,1,1,oh my god,,,False,personal preference or user behaviour,,True,False,personal preference or user behaviour,True,False,False,personal preference or user behaviour
oh ohio,oh ohio,1,1,1,1,1,1,oh ohio,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
oh so beautiful,oh so beautiful,1,1,1,1,1,1,oh so beautiful,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
oh so catchy,oh so catchy,1,49,49,49,1,1,oh so catchy,,,False,,,False,True,,True,True,True,
oh well,oh well,1,1,1,1,1,1,oh well,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ohm sweet ohm,ohm sweet ohm,1,13,13,13,1,1,ohm sweet ohm,,,False,,,False,True,,True,True,True,
ohmydamn,ohmydamn,1,42,42,42,1,1,ohmydamn,,,False,,,False,True,,True,True,True,
oi,oi,4,10,10,10,1,1,oi,,,False,,,False,True,,False,True,True,
ojsh,ojsh,1,1,1,1,1,1,ojsh,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
ok go,ok go,1,1,1,1,1,1,ok go,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
okinawa,okinawa,1,1,1,1,1,1,okinawa,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old,old,4,49,51,51,1,1,old,,,False,,,False,True,,False,True,True,
old blues,old blues,1,1,1,1,1,1,old blues,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old but good,old but good,1,4,4,4,1,1,old but good,,,False,,,False,True,,True,True,True,
old devo,old devo,1,1,1,1,1,1,old devo,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old england,old england,1,1,1,1,1,1,old england,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old man,old man,1,1,1,1,1,1,old man,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old school,old school,17,51,56,56,1,1,old school,,,False,,,False,True,,False,True,True,
old school black metal,old school black metal,1,2,2,2,1,1,old school black metal,,,False,,,False,True,,True,True,True,
old school death metal,old school death metal,8,12,16,16,1,1,old school death metal,,,False,,,False,True,,False,True,True,
old school heavy metal,old school heavy metal,1,1,1,1,1,1,old school heavy metal,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old school hip hop,old school hip hop,1,3,3,3,1,1,old school hip hop,,,False,,,False,True,,True,True,True,
old school hip hop inspired,old school hip-hop-inspired,1,1,1,1,1,1,old school hip-hop-inspired,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old school industrial,old school industrial,1,1,1,1,1,1,old school industrial,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old school kircore,old school kircore,1,1,1,1,1,1,old school kircore,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old school punk,old-school punk,1,1,1,1,2,2,old school punk | old-school punk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old school thrash metal,old school thrash metal,2,2,2,2,1,1,old school thrash metal,,,False,,,False,True,,False,True,True,
old shit,old shit,1,1,1,1,1,1,old shit,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old skool,old skool,3,10,10,10,1,1,old skool,,,False,,,False,True,,False,True,True,
old skool punk,old skool punk,1,1,1,1,1,1,old skool punk,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old skul electronic,old skul electronic,1,1,1,1,1,1,old skul electronic,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old time,old time,1,1,1,1,1,1,old time,,,False,,,False,True,,True,False,False,used on fewer than 2 distinct artists
old time country,old time country,1,2,2,2,1,1,old time country,,,False,,,False,True,,True,True,True,
old time rock n roll,old time rock n roll,1,8,8,8,1,1,old time rock n roll,,,False,,,False,True,,True,True,True,
oldie but goodie,oldie but goodie,1,2,2,2,1,1,oldie but goodie,,,False,,,False,True,,True,True,True,
oldies,oldies,48,158,258,258,2,2,oldie | oldies,12,,False,,,False,True,,False,True,True,
