tagID,raw_tag,raw_distinct_users,raw_distinct_artists,raw_assignments,display_normalized,tag_key,base_display_tag,post_plural_key,canonical_key,canonical_tag,review_numbers,manual_review_notes,manual_review_flag
4720,hooooooooot,1,24,24,hooooooooot,hooooooooot,hooooooooot,hooooooooot,hooooooooot,hooooooooot,,,False
4721,powerful voice,2,25,25,powerful voice,powerful voice,powerful voice,powerful voice,powerful voice,powerful voice,285 | 286,,False
4722,show woman,1,11,11,show woman,show woman,show woman,show woman,show woman,show woman,,,False
4723,gritos ressussitadores de mortos,1,8,8,gritos ressussitadores de mortos,gritos ressussitadores de mortos,gritos ressussitadores de mortos,gritos ressussitadores de mortos,gritos ressussitadores de mortos,gritos ressussitadores de mortos,,,False
4724,my favorite albums,0,0,0,my favorite albums,my favorite albums,my favorite albums,my favorite albums,my favorite albums,my favorite albums,,,False
4725,basic pop,1,7,7,basic pop,basic pop,basic pop,basic pop,basic pop,basic pop,,,False
4726,porcaria viciante,1,6,6,porcaria viciante,porcaria viciante,porcaria viciante,porcaria viciante,porcaria viciante,porcaria viciante,,,False
4727,best ever,2,2,2,best ever,best ever,best ever,best ever,best ever,best ever,,,False
4728,insane tracks,0,0,0,insane tracks,insane tracks,insane tracks,insane tracks,insane tracks,insane tracks,,,False
4729,great dancers,1,3,3,great dancers,great dancers,great dancers,great dancers,great dancers,great dancers,,,False
4730,great bands,1,2,2,great bands,great bands,great bands,great bands,great bands,great bands,,,False
4731,great colaboration,1,2,2,great colaboration,great colaboration,great colaboration,great colaboration,great colaboration,great colaboration,,,False
4732,quality pop,0,0,0,quality pop,quality pop,quality pop,quality pop,quality pop,quality pop,,,False
4733,too good for american idol,1,1,1,too good for american idol,too good for american idol,too good for american idol,too good for american idol,too good for american idol,too good for american idol,,,False
4734,exttravasa,1,1,1,exttravasa,exttravasa,exttravasa,exttravasa,exttravasa,exttravasa,,,False
4735,great singers,1,1,1,great singers,great singers,great singers,great singer,great singer,great singer,117,Flagged: subjective evaluation.,True
4736,quero apertar esses peitos,1,1,1,quero apertar esses peitos,quero apertar esses peitos,quero apertar esses peitos,quero apertar esses peitos,quero apertar esses peitos,quero apertar esses peitos,,,False
4737,best dj,0,0,0,best dj,best dj,best dj,best dj,best dj,best dj,,,False
4738,best dancer ever,1,1,1,best dancer ever,best dancer ever,best dancer ever,best dancer ever,best dancer ever,best dancer ever,,,False
4739,it could be so much better,1,1,1,it could be so much better,it could be so much better,it could be so much better,it could be so much better,it could be so much better,it could be so much better,,,False
4740,if this were a pokemon i would catch it,1,1,1,if this were a pokemon i would catch it,if this were a pokemon i would catch it,if this were a pokemon i would catch it,if this were a pokemon i would catch it,if this were a pokemon i would catch it,if this were a pokemon i would catch it,,,False
4741,chiclete,1,1,1,chiclete,chiclete,chiclete,chiclete,chiclete,chiclete,,,False
4742,eurovision song contest,1,4,4,eurovision song contest,eurovision song contest,eurovision song contest,eurovision,eurovision,eurovision,282,,False
4743,polskie,1,1,1,polskie,polskie,polskie,polskie,polskie,polskie,,,False
4744,polish soul,0,0,0,polish soul,polish soul,polish soul,polish soul,polish soul,polish soul,,,False
4745,esc,2,3,3,esc,esc,esc,esc,esc,esc,,,False
4746,saz,1,1,1,saz,saz,saz,saz,saz,saz,,,False
4747,oud,1,1,1,oud,oud,oud,oud,oud,oud,,,False
4748,turkish folk,1,1,1,turkish folk,turkish folk,turkish folk,turkish folk,turkish folk,turkish folk,,,False
4749,jewish,0,0,0,jewish,jewish,jewish,jewish,jewish,jewish,,,False
4750,tamamen ozgun,1,1,1,tamamen ozgun,tamamen ozgun,tamamen ozgun,tamamen ozgun,tamamen ozgun,tamamen ozgun,,,False
4751,middle east,0,0,0,middle east,middle east,middle east,middle east,middle east,middle east,,,False
4752,middle eastern elements,1,1,1,middle eastern elements,middle eastern elements,middle eastern elements,middle eastern elements,middle eastern elements,middle eastern elements,,,False
4753,kurdish,1,1,1,kurdish,kurdish,kurdish,kurdish,kurdish,kurdish,,,False
4754,kurdish folk,1,2,2,kurdish folk,kurdish folk,kurdish folk,kurdish folk,kurdish folk,kurdish folk,,,False
4755,female voice,1,1,1,female voice,female voice,female voice,female vocalist,female vocalist,female vocalist,1 | 262 | 263 | 276 | 277,,False
4756,best composer,1,1,1,best composer,best composer,best composer,best composer,best composer,best composer,,,False
4757,afro-beat,0,0,0,afro-beat,afro beat,afro-beat,afro beat,afro beat,afro-beat,,,False
4758,progressive middle east folk,1,1,1,progressive middle east folk,progressive middle east folk,progressive middle east folk,progressive middle east folk,progressive middle east folk,progressive middle east folk,,,False
4759,oriental jazz,1,2,2,oriental jazz,oriental jazz,oriental jazz,oriental jazz,oriental jazz,oriental jazz,,,False
4760,iran,1,1,1,iran,iran,iran,iran,iran,iran,,,False
4761,kora,1,2,2,kora,kora,kora,kora,kora,kora,,,False
4762,farsi,0,0,0,farsi,farsi,farsi,farsi,farsi,farsi,,,False
4763,turkish influence,1,1,1,turkish influence,turkish influence,turkish influence,turkish influence,turkish influence,turkish influence,,,False
4764,nazim hikmet poems,1,1,1,nazim hikmet poems,nazim hikmet poems,nazim hikmet poems,nazim hikmet poems,nazim hikmet poems,nazim hikmet poems,,,False
4765,zeki colas,0,0,0,zeki colas,zeki colas,zeki colas,zeki colas,zeki colas,zeki colas,,,False
4766,smallville,2,7,7,smallville,smallville,smallville,smallville,smallville,smallville,,,False
4767,buffy,1,3,3,buffy,buffy,buffy,buffy,buffy,buffy,,,False
4768,privileged,1,2,2,privileged,privileged,privileged,privileged,privileged,privileged,,,False
4769,couples,1,2,2,couples,couples,couples,couples,couples,couples,,,False
4770,chuck,1,2,2,chuck,chuck,chuck,chuck,chuck,chuck,,,False
4771,friday night lights,1,2,2,friday night lights,friday night lights,friday night lights,friday night lights,friday night lights,friday night lights,,,False
4772,roswell,1,1,1,roswell,roswell,roswell,roswell,roswell,roswell,,,False
4773,veronica mars,2,9,9,veronica mars,veronica mars,veronica mars,veronica mars,veronica mars,veronica mars,,,False
4774,the oc,3,18,20,the oc,the oc,the oc,the oc,the oc,the oc,,,False
4775,criminal minds,1,1,1,criminal minds,criminal minds,criminal minds,criminal minds,criminal minds,criminal minds,,,False
4776,vampire diaries,0,0,0,vampire diaries,vampire diaries,vampire diaries,vampire diaries,vampire diaries,vampire diaries,,,False
4777,kotoko lament,1,1,1,kotoko lament,kotoko lament,kotoko lament,kotoko lament,kotoko lament,kotoko lament,,,False
4778,day after tomorrow - stay in my heart,1,1,1,day after tomorrow - stay in my heart,day after tomorrow stay in my heart,day after tomorrow - stay in my heart,day after tomorrow stay in my heart,day after tomorrow stay in my heart,day after tomorrow - stay in my heart,,,False
4779,zard - hero,1,1,1,zard - hero,zard hero,zard - hero,zard hero,zard hero,zard - hero,,,False
4780,yui - life,1,1,1,yui - life,yui life,yui - life,yui life,yui life,yui - life,,,False
4781,false grind,1,1,1,false grind,false grind,false grind,false grind,false grind,false grind,,,False
4782,doom,6,7,7,doom,doom,doom,doom,doom,doom,,,False
4783,evil,2,2,2,evil,evil,evil,evil,evil,evil,,,False
4784,doomviolence,1,1,1,doomviolence,doomviolence,doomviolence,doomviolence,doomviolence,doomviolence,,,False
4785,cardboard city,0,0,0,cardboard city,cardboard city,cardboard city,cardboard city,cardboard city,cardboard city,,,False
4786,cairns,0,0,0,cairns,cairns,cairns,cairns,cairns,cairns,,,False
4787,sotu,1,1,1,sotu,sotu,sotu,sotu,sotu,sotu,,,False
4788,iamx,3,3,5,iamx,iamx,iamx,iamx,iamx,iamx,,,False
4789,hourglass,1,1,1,hourglass,hourglass,hourglass,hourglass,hourglass,hourglass,,,False
4790,oh well,1,1,1,oh well,oh well,oh well,oh well,oh well,oh well,,,False
4791,middle eastern,2,2,2,middle eastern,middle eastern,middle eastern,middle eastern,middle eastern,middle eastern,,,False
4792,percussion,1,10,10,percussion,percussion,percussion,percussion,percussion,percussion,,,False
4793,saidi,1,1,1,saidi,saidi,saidi,saidi,saidi,saidi,,,False
4794,traditional egyptian folk,1,1,1,traditional egyptian folk,traditional egyptian folk,traditional egyptian folk,traditional egyptian folk,traditional egyptian folk,traditional egyptian folk,,,False
4795,disneychannel,1,1,1,disneychannel,disneychannel,disneychannel,disneychannel,disneychannel,disneychannel,,,False
4796,tus ojos,1,1,1,tus ojos,tus ojos,tus ojos,tus ojos,tus ojos,tus ojos,,,False
4797,passado,1,1,1,passado,passado,passado,passado,passado,passado,,,False
4798,tal vez,1,1,1,tal vez,tal vez,tal vez,tal vez,tal vez,tal vez,,,False
4799,kudai,1,1,1,kudai,kudai,kudai,kudai,kudai,kudai,,,False
4800,nx zero pop rock novo,1,1,1,nx zero pop rock novo,nx zero pop rock novo,nx zero pop rock novo,nx zero pop rock novo,nx zero pop rock novo,nx zero pop rock novo,,,False
4801,pop rock cover pop dance identidade,1,1,1,pop rock cover pop dance identidade,pop rock cover pop dance identidade,pop rock cover pop dance identidade,pop rock cover pop dance identidade,pop rock cover pop dance identidade,pop rock cover pop dance identidade,,,False
4802,gta iv,1,3,3,gta iv,gta iv,gta iv,gta4,gta4,gta4,312,,False
4803,musica brasileira,2,3,3,musica brasileira,musica brasileira,musica brasileira,musica brasileira,musica brasileira,musica brasileira,,,False
4804,stronda music,1,2,2,stronda music,stronda music,stronda music,stronda music,stronda music,stronda music,,,False
4805,stronda,1,1,1,stronda,stronda,stronda,stronda,stronda,stronda,,,False
4806,baile funk,1,1,1,baile funk,baile funk,baile funk,baile funk,baile funk,baile funk,,,False
4807,sertaneja,2,2,2,sertaneja,sertaneja,sertaneja,sertaneja,sertaneja,sertaneja,329,,False
4808,gabriela,1,1,1,gabriela,gabriela,gabriela,gabriela,gabriela,gabriela,,,False
4809,ferinhas,1,1,1,ferinhas,ferinhas,ferinhas,ferinhas,ferinhas,ferinhas,,,False
4810,bds no coracao papitho,1,1,1,bds no coracao papitho,bds no coracao papitho,bds no coracao papitho,bds no coracao papitho,bds no coracao papitho,bds no coracao papitho,,,False
4811,feel-good,2,5,5,feel-good,feel good,feel good,feel good,feel good,feel good,,,False
4812,yiruma,0,0,0,yiruma,yiruma,yiruma,yiruma,yiruma,yiruma,,,False
4813,steve barakatt,0,0,0,steve barakatt,steve barakatt,steve barakatt,steve barakatt,steve barakatt,steve barakatt,,,False
4814,dishwalla,1,1,1,dishwalla,dishwalla,dishwalla,dishwalla,dishwalla,dishwalla,,,False
4815,life in the city,1,1,1,life in the city,life in the city,life in the city,life in the city,life in the city,life in the city,,,False
4816,j-cuties,1,3,3,j-cuties,j cuties,j-cuties,j cuties,j cuties,j-cuties,,,False
4817,asian mash ups,0,0,0,asian mash ups,asian mash ups,asian mash ups,asian mash ups,asian mash ups,asian mash ups,,,False
4818,mash ups,0,0,0,mash ups,mash ups,mash ups,mashup,mashup,mashup,72,,False
4819,neo bitch in training,1,1,1,neo bitch in training,neo bitch in training,neo bitch in training,neo bitch in training,neo bitch in training,neo bitch in training,,,False
4820,featurings,0,0,0,featurings,featurings,featurings,featuring,featuring,featuring,89,,False
4821,-the mind trip,0,0,0,-the mind trip,the mind trip,-the mind trip,the mind trip,the mind trip,-the mind trip,,,False
4822,infinity b-day megamix,0,0,0,infinity b-day megamix,infinity b day megamix,infinity b-day megamix,infinity b day megamix,infinity b day megamix,infinity b-day megamix,,,False
4823,the power rangers of pop,1,1,1,the power rangers of pop,the power rangers of pop,the power rangers of pop,the power rangers of pop,the power rangers of pop,the power rangers of pop,,,False
4824,queer songs,1,1,1,queer songs,queer songs,queer songs,queer songs,queer songs,queer songs,,,False
4825,club mixes,1,1,1,club mixes,club mixes,club mixes,club mixes,club mixes,club mixes,,,False
4826,paradoxal songs,1,1,1,paradoxal songs,paradoxal songs,paradoxal songs,paradoxal songs,paradoxal songs,paradoxal songs,,,False
4827,addicts,1,1,1,addicts,addicts,addicts,addicts,addicts,addicts,,,False
4828,pure fucking metal,1,2,2,pure fucking metal,pure fucking metal,pure fucking metal,pure fucking metal,pure fucking metal,pure fucking metal,,,False
4829,progressive thrash metal,1,1,1,progressive thrash metal,progressive thrash metal,progressive thrash metal,progressive thrash metal,progressive thrash metal,progressive thrash metal,,,False
4830,technical brutal death metal,1,1,1,technical brutal death metal,technical brutal death metal,technical brutal death metal,technical brutal death metal,technical brutal death metal,technical brutal death metal,,,False
4831,pathogrind,1,2,2,pathogrind,pathogrind,pathogrind,pathogrind,pathogrind,pathogrind,,,False
4832,russian folk metal,0,0,0,russian folk metal,russian folk metal,russian folk metal,russian folk metal,russian folk metal,russian folk metal,,,False
4833,groovy death metal,0,0,0,groovy death metal,groovy death metal,groovy death metal,groovy death metal,groovy death metal,groovy death metal,,,False
4834,gaycore,2,2,2,gaycore,gaycore,gaycore,gaycore,gaycore,gaycore,,,False
4835,dbz,1,1,1,dbz,dbz,dbz,dbz,dbz,dbz,,,False
4836,finnish folk metal,1,1,1,finnish folk metal,finnish folk metal,finnish folk metal,finnish folk metal,finnish folk metal,finnish folk metal,,,False
4837,experimental black metal,2,3,3,experimental black metal,experimental black metal,experimental black metal,experimental black metal,experimental black metal,experimental black metal,,,False
4838,atmospheric doom,0,0,0,atmospheric doom,atmospheric doom,atmospheric doom,atmospheric doom,atmospheric doom,atmospheric doom,,,False
4839,blackened thrash,0,0,0,blackened thrash,blackened thrash,blackened thrash,blackened thrash,blackened thrash,blackened thrash,,,False
4840,medieval black metal,0,0,0,medieval black metal,medieval black metal,medieval black metal,medieval black metal,medieval black metal,medieval black metal,,,False
4841,folk viking metal,1,1,1,folk viking metal,folk viking metal,folk viking metal,folk viking metal,folk viking metal,folk viking metal,,,False
4842,creed,2,2,2,creed,creed,creed,creed,creed,creed,,,False
4843,guns n'roses,1,1,1,guns n'roses,guns n'roses,guns n'roses,guns n'roses,guns n'roses,guns n'roses,,,False
4844,legião urbana,1,1,1,legião urbana,legião urbana,legião urbana,legião urbana,legião urbana,legião urbana,,,False
4845,renato russo,1,1,1,renato russo,renato russo,renato russo,renato russo,renato russo,renato russo,,,False
4846,indian,3,11,13,indian,indian,indian,indian,indian,indian,,,False
4847,my fav songs,2,61,61,my fav songs,my fav songs,my fav songs,my fav songs,my fav songs,my fav songs,,,False
4848,skins,2,2,2,skins,skins,skins,skins,skins,skins,,,False
4849,best serie ever,1,1,1,best serie ever,best serie ever,best serie ever,best serie ever,best serie ever,best serie ever,,,False
4850,female gothic,0,0,0,female gothic,female gothic,female gothic,female gothic,female gothic,female gothic,,,False
4851,lyrical,1,1,1,lyrical,lyrical,lyrical,lyrical,lyrical,lyrical,,,False
4852,pop bizarre,1,1,1,pop bizarre,pop bizarre,pop bizarre,pop bizarre,pop bizarre,pop bizarre,,,False
4853,acousmatic,0,0,0,acousmatic,acousmatic,acousmatic,acousmatic,acousmatic,acousmatic,,,False
4854,jam band,2,6,6,jam band,jam band,jam band,jam band,jam band,jam band,94,,False
4855,david guetta,2,16,16,david guetta,david guetta,david guetta,david guetta,david guetta,david guetta,,,False
4856,david archuleta,2,1,2,david archuleta,david archuleta,david archuleta,david archuleta,david archuleta,david archuleta,,,False
4857,kris allen,1,1,1,kris allen,kris allen,kris allen,kris allen,kris allen,kris allen,,,False
4858,colbie caillat,1,1,1,colbie caillat,colbie caillat,colbie caillat,colbie caillat,colbie caillat,colbie caillat,,,False
4859,manoela gavassi,1,1,1,manoela gavassi,manoela gavassi,manoela gavassi,manoela gavassi,manoela gavassi,manoela gavassi,,,False
4860,capricho,1,1,1,capricho,capricho,capricho,capricho,capricho,capricho,,,False
4861,new romantics,2,7,7,new romantics,new romantics,new romantics,new romantic,new romantic,new romantic,20,,False
4862,excellent synth work,1,4,4,excellent synth work,excellent synth work,excellent synth work,excellent synth work,excellent synth work,excellent synth work,,,False
4863,orgasmic,5,10,10,orgasmic,orgasmic,orgasmic,orgasmic,orgasmic,orgasmic,,,False
4864,i want back to the 80s,1,3,3,i want back to the 80s,i want back to the 80s,i want back to the 80s,i want back to the 80s,i want back to the 80s,i want back to the 80s,,,False
4865,pure genius,2,4,4,pure genius,pure genius,pure genius,pure genius,pure genius,pure genius,,,False
4866,steven strange,1,1,1,steven strange,steven strange,steven strange,steven strange,steven strange,steven strange,,,False
4867,tik and tok,0,0,0,tik and tok,tik and tok,tik and tok,tik and tok,tik and tok,tik and tok,,,False
4868,gods,4,4,4,gods,gods,gods,gods,gods,gods,,,False
4869,minimal electro,1,1,1,minimal electro,minimal electro,minimal electro,minimal electro,minimal electro,minimal electro,,,False
4870,blitz,1,1,1,blitz,blitz,blitz,blitz,blitz,blitz,,,False
4871,duran,1,1,1,duran,duran,duran,duran,duran,duran,,,False
4872,futurist,1,2,2,futurist,futurist,futurist,futurist,futurist,futurist,,,False
4873,gary numan,1,1,1,gary numan,gary numan,gary numan,gary numan,gary numan,gary numan,,,False
4874,tiktok,1,1,1,tiktok,tiktok,tiktok,tiktok,tiktok,tiktok,,,False
4875,real man,1,1,1,real man,real man,real man,real man,real man,real man,,,False
4876,la richards,0,0,0,la richards,la richards,la richards,la richards,la richards,la richards,,,False
4877,my favorit music,1,1,1,my favorit music,my favorit music,my favorit music,my favorit music,my favorit music,my favorit music,,,False
4878,nick beggs,1,1,1,nick beggs,nick beggs,nick beggs,nick beggs,nick beggs,nick beggs,,,False
4879,japan and ultravox,0,0,0,japan and ultravox,japan and ultravox,japan and ultravox,japan and ultravox,japan and ultravox,japan and ultravox,,,False
4880,fairytale,1,1,1,fairytale,fairytale,fairytale,fairytale,fairytale,fairytale,,,False
4881,serbian,0,0,0,serbian,serbian,serbian,serbian,serbian,serbian,,,False
4882,alternative country,1,5,5,alternative country,alternative country,alternative country,alternative country,alternative country,alternative country,240,,False
4883,hardcore rap,3,7,7,hardcore rap,hardcore rap,hardcore rap,hardcore rap,hardcore rap,hardcore rap,,,False
4884,classic rap,1,5,5,classic rap,classic rap,classic rap,classic rap,classic rap,classic rap,,,False
4885,west coast rap,4,6,7,west coast rap,west coast rap,west coast rap,west coast rap,west coast rap,west coast rap,,,False
4886,female electronic,1,18,18,female electronic,female electronic,female electronic,female electronic,female electronic,female electronic,,,False
4887,classical terror,1,5,5,classical terror,classical terror,classical terror,classical terror,classical terror,classical terror,,,False
4888,tribute,1,2,2,tribute,tribute,tribute,tribute,tribute,tribute,,,False
4889,singer songwriter,4,7,7,singer songwriter,singer songwriter,singer-songwriter,singer songwriter,singer songwriter,singer-songwriter,2,,False
4890,mute,1,1,1,mute,mute,mute,mute,mute,mute,,,False
4891,curve related,0,0,0,curve related,curve related,curve related,curve related,curve related,curve related,,,False
4892,crewe,0,0,0,crewe,crewe,crewe,crewe,crewe,crewe,,,False
4893,coverband,0,0,0,coverband,coverband,coverband,coverband,coverband,coverband,,,False
4894,tony soprano,1,1,1,tony soprano,tony soprano,tony soprano,tony soprano,tony soprano,tony soprano,,,False
4895,martin gore,3,3,4,martin gore,martin gore,martin gore,martin gore,martin gore,martin gore,,,False
4896,wanted soundtrack,1,1,1,wanted soundtrack,wanted soundtrack,wanted soundtrack,wanted soundtrack,wanted soundtrack,wanted soundtrack,,,False
4897,b-side,8,43,45,b-side,b side,b-side,b side,b side,b-side,33,,False
4898,streamable album,0,0,0,streamable album,streamable album,streamable album,streamable album,streamable album,streamable album,,,False
4899,amusing,1,1,1,amusing,amusing,amusing,amusing,amusing,amusing,,,False
4900,shot risk,0,0,0,shot risk,shot risk,shot risk,shot risk,shot risk,shot risk,,,False
4901,mcr,1,1,1,mcr,mcr,mcr,mcr,mcr,mcr,,,False
4902,cher,3,1,3,cher,cher,cher,cher,cher,cher,,,False
4903,n 1 hot 100 billboard,1,4,4,n 1 hot 100 billboard,n 1 hot 100 billboard,n 1 hot 100 billboard,n 1 hot 100 billboard,n 1 hot 100 billboard,n 1 hot 100 billboard,,,False
4904,sticky and sweet tour,1,1,1,sticky and sweet tour,sticky and sweet tour,sticky and sweet tour,sticky and sweet tour,sticky and sweet tour,sticky and sweet tour,,,False
4905,bucetacore,1,1,1,bucetacore,bucetacore,bucetacore,bucetacore,bucetacore,bucetacore,,,False
4906,laura pausini,1,1,1,laura pausini,laura pausini,laura pausini,laura pausini,laura pausini,laura pausini,,,False
4907,waaaaaaaannnnnttttttt,0,0,0,waaaaaaaannnnnttttttt,waaaaaaaannnnnttttttt,waaaaaaaannnnnttttttt,waaaaaaaannnnnttttttt,waaaaaaaannnnnttttttt,waaaaaaaannnnnttttttt,,,False
4908,new comers,1,1,1,new comers,new comers,new comers,new comers,new comers,new comers,,,False
4909,addicted,3,3,3,addicted,addicted,addicted,addicted,addicted,addicted,,,False
4910,simple,3,3,3,simple,simple,simple,simple,simple,simple,,,False
4911,the voice,1,1,1,the voice,the voice,the voice,the voice,the voice,the voice,,,False
4912,awesome ballads,0,0,0,awesome ballads,awesome ballads,awesome ballads,awesome ballads,awesome ballads,awesome ballads,,,False
4913,godtina,1,1,1,godtina,godtina,godtina,godtina,godtina,godtina,,,False
4914,she owns the throne,0,0,0,she owns the throne,she owns the throne,she owns the throne,she owns the throne,she owns the throne,she owns the throne,,,False
4915,crime,2,17,17,crime,crime,crime,crime,crime,crime,,,False
4916,songs i cry like a bitch to,2,1,2,songs i cry like a bitch to,songs i cry like a bitch to,songs i cry like a bitch to,songs i cry like a bitch to,songs i cry like a bitch to,songs i cry like a bitch to,,,False
4917,not placebo-like but still good,1,1,1,not placebo-like but still good,not placebo like but still good,not placebo-like but still good,not placebo like but still good,not placebo like but still good,not placebo-like but still good,,,False
4918,weird but good,1,1,1,weird but good,weird but good,weird but good,weird but good,weird but good,weird but good,,,False
4919,awesomeee,1,1,1,awesomeee,awesomeee,awesomeee,awesomeee,awesomeee,awesomeee,,,False
4920,1960s,1,17,17,1960s,1960s,1960s,1960s,1960s,1960s,143 | 228 | 234,,False
4921,1960's,1,18,18,1960's,1960's,1960's,1960s,1960s,1960s,143 | 228 | 234,,False
4922,1970's,1,26,26,1970's,1970's,1970's,1970s,1970s,1970s,147 | 157 | 159 | 162,,False
4923,1980's,1,20,20,1980's,1980's,1980's,1980s,1980s,1980s,144 | 145 | 146 | 160 | 161 | 222 | 229 | 231 | 242,,False
4924,1950s,1,16,16,1950s,1950s,1950s,1950s,1950s,1950s,232 | 233,,False
4925,50's,2,13,14,50's,50's,50's,1950s,1950s,1950s,232 | 233,,False
4926,approved by goku,1,21,21,approved by goku,approved by goku,approved by goku,approved by goku,approved by goku,approved by goku,,,False
4927,nineties,2,17,18,nineties,nineties,nineties,nineties,nineties,nineties,,,False
4928,approved by prince vegeta,1,21,21,approved by prince vegeta,approved by prince vegeta,approved by prince vegeta,approved by prince vegeta,approved by prince vegeta,approved by prince vegeta,,,False
4929,1990's,1,15,15,1990's,1990's,1990's,1990s,1990s,1990s,154 | 158 | 230,,False
4930,40s,2,11,13,40s,40s,40s,40s,40s,40s,,,False
4931,1940s,1,10,10,1940s,1940s,1940s,1940s,1940s,1940s,,,False
4932,70s pop,1,16,16,70s pop,70s pop,70s pop,70s pop,70s pop,70s pop,,,False
4933,under two minutes,1,16,16,under two minutes,under two minutes,under two minutes,under two minutes,under two minutes,under two minutes,,,False
4934,60s pop,1,18,18,60s pop,60s pop,60s pop,60s pop,60s pop,60s pop,,,False
4935,reverie in me,1,1,1,reverie in me,reverie in me,reverie in me,reverie in me,reverie in me,reverie in me,,,False
4936,story,1,1,1,story,story,story,story,story,story,,,False
4937,oceanside,0,0,0,oceanside,oceanside,oceanside,oceanside,oceanside,oceanside,,,False
4938,my favorites,1,49,49,my favorites,my favorites,my favorites,my favorite,my favorite,my favorite,24 | 97,Flagged: personal preference.,True
4939,bunnymen heaven,1,2,2,bunnymen heaven,bunnymen heaven,bunnymen heaven,bunnymen heaven,bunnymen heaven,bunnymen heaven,,,False
4940,ant farm,1,2,2,ant farm,ant farm,ant farm,ant farm,ant farm,ant farm,,,False
4941,electro-acoustic,1,1,1,electro-acoustic,electro acoustic,electro-acoustic,electro acoustic,electro acoustic,electro-acoustic,,,False
4942,jimmy pages firm,1,1,1,jimmy pages firm,jimmy pages firm,jimmy pages firm,jimmy pages firm,jimmy pages firm,jimmy pages firm,,,False
4943,full-on,2,14,14,full-on,full on,full-on,full on,full on,full-on,,,False
4944,top 20,2,21,21,top 20,top 20,top 20,top 20,top 20,top 20,,,False
4945,spacy downtempo,1,6,6,spacy downtempo,spacy downtempo,spacy downtempo,spacy downtempo,spacy downtempo,spacy downtempo,,,False
4946,trailer music,1,6,6,trailer music,trailer music,trailer music,trailer music,trailer music,trailer music,,,False
4947,souls,1,5,5,souls,souls,souls,soul,soul,soul,4,,False
4948,native,3,6,7,native,native,native,native,native,native,,,False
4949,opera-like,1,1,1,opera-like,opera like,opera-like,opera like,opera like,opera-like,,,False
4950,like,0,0,0,like,like,like,like,like,like,,,False
4951,check your meta tag,1,1,1,check your meta tag,check your meta tag,check your meta tag,check your meta tag,check your meta tag,check your meta tag,,,False
4952,oui fm,1,50,50,oui fm,oui fm,oui fm,oui fm,oui fm,oui fm,,,False
4953,80s metal,2,18,19,80s metal,80s metal,80s metal,80s metal,80s metal,80s metal,,,False
4954,at work,1,5,5,at work,at work,at work,at work,at work,at work,,,False
4955,1008,1,42,42,1008,1008,1008,1008,1008,1008,,,False
4956,guerilla,1,25,25,guerilla,guerilla,guerilla,guerilla,guerilla,guerilla,,,False
4957,more plays,1,1,1,more plays,more plays,more plays,more plays,more plays,more plays,,,False
4958,queen of last fm,1,1,1,queen of last fm,queen of last fm,queen of last fm,queen of last fm,queen of last fm,queen of last fm,,,False
4959,love gaga,1,1,1,love gaga,love gaga,love gaga,love gaga,love gaga,love gaga,,,False
4960,little monster,1,1,1,little monster,little monster,little monster,little monster,little monster,little monster,,,False
4961,queen of dance,1,1,1,queen of dance,queen of dance,queen of dance,queen of dance,queen of dance,queen of dance,,,False
4962,just dance,2,2,2,just dance,just dance,just dance,just dance,just dance,just dance,,,False
4963,the best singer,1,1,1,the best singer,the best singer,the best singer,the best singer,the best singer,the best singer,,,False
4964,fame,2,1,2,fame,fame,fame,fame,fame,fame,,,False
4965,piece of brit,1,1,1,piece of brit,piece of brit,piece of brit,piece of brit,piece of brit,piece of brit,,,False
4966,rock me in,1,1,1,rock me in,rock me in,rock me in,rock me in,rock me in,rock me in,,,False
4967,rich and famous,1,1,1,rich and famous,rich and famous,rich and famous,rich and famous,rich and famous,rich and famous,,,False
4968,let me be,1,1,1,let me be,let me be,let me be,let me be,let me be,let me be,,,False
4969,lover,2,1,2,lover,lover,lover,lover,lover,lover,,,False
4970,brit,4,2,4,brit,brit,brit,brit,brit,brit,,,False
4971,cherish,1,1,1,cherish,cherish,cherish,cherish,cherish,cherish,,,False
4972,cassie,3,7,7,cassie,cassie,cassie,cassie,cassie,cassie,,,False
4973,brooke hogan,1,1,1,brooke hogan,brooke hogan,brooke hogan,brooke hogan,brooke hogan,brooke hogan,,,False
4974,mary j blige,0,0,0,mary j blige,mary j blige,mary j blige,mary j blige,mary j blige,mary j blige,,,False
4975,paula deanda,0,0,0,paula deanda,paula deanda,paula deanda,paula deanda,paula deanda,paula deanda,,,False
4976,loud,3,2,3,loud,loud,loud,loud,loud,loud,,,False
4977,godga,1,1,1,godga,godga,godga,godga,godga,godga,,,False
4978,cannibal,1,1,1,cannibal,cannibal,cannibal,cannibal,cannibal,cannibal,,,False
4979,blow,1,1,1,blow,blow,blow,blow,blow,blow,,,False
4980,shady,2,2,3,shady,shady,shady,shady,shady,shady,,,False
4981,marshall mathers,1,1,1,marshall mathers,marshall mathers,marshall mathers,marshall mathers,marshall mathers,marshall mathers,,,False
4982,mathers,1,1,1,mathers,mathers,mathers,mathers,mathers,mathers,,,False
4983,yelawolf,1,1,1,yelawolf,yelawolf,yelawolf,yelawolf,yelawolf,yelawolf,,,False
4984,em,2,2,3,em,em,em,em,em,em,,,False
